customer_id,total_disbursed,total_repaid,net_exposure
00e2d1c7fcb5eed1248d851ff8caa116cfe6fb6d682135bffd4473b747259a8e,3144000.0,1368949.9999999895,1775050.0000000105
3ad86600dfd70f05873dacb9e0d4a9f4e4b0f9f007222ea5152eb569c95a1c39,2992170.0,1274998.4099999985,1717171.5900000015
b662195ae53cf739153673062193e8f9997b906d874af5a54af1a21440fcb10d,1787940.0,113588.9999999999,1674351.0
9b3748256c260d476ce8fcdb1c919eac796464ab77cf447cc9249335527874eb,2320500.0,712530.0000000001,1607970.0
37787c416755532917954be12ee3bed085cc48cc4976eac24b2a0fbe94e4190b,1788500.0,197225.0000000003,1591274.9999999998
02675c96b6bb285018866af709c881737b60445daf64f09c7eb6a417c7c5e823,3059150.0,1480874.9999999958,1578275.0000000042
4d058ab495ac7fc9680d718e9b34464582b2cce3210c9f1c827385f4e3cf8daa,1796560.0,241231.99999999988,1555328.0
0e87ee857ea9fa84770397c9792557415c35a6d347f0fc7958400e21e888f6d3,1946880.0,414899.9999999996,1531980.0000000005
5e4de4bdb59e98f263d4fd3fe8a82cda2244bd5aa752534678ff8d2357bde9cf,1814880.0,297231.9999999994,1517648.0000000005
c3e8232005bb85a798054d5d62257acb9519855abf61becd1a5386e7beceeb17,1760000.0,283826.6399999998,1476173.3600000003
86cd86f3c1737d323304607da00629660a0e49db24a05cb0605d3788a8c1dd29,1978600.0,502790.7600000007,1475809.2399999993
4e2b9b4413706540e6856bfb37ac3973d090330c3a9a0eb8a7a3f84698b15347,2025540.0,553048.9599999975,1472491.0400000024
f9f5b83a9417dff45f45c9d3967f5ca5565e00a0bc72e6f939e4d9b6f34a05ff,2168640.0,703920.0000000009,1464719.999999999
7e9e62f103cea216b9cf636f9da153bcd9245eb214441a1ca6f2010b379093b3,2618000.0,1256640.000000001,1361359.999999999
c69de45e170d6b505fe2304dd26010f704e779baae6bb067f50d32c980b7505b,1568900.0,272780.0000000001,1296120.0
77063c9c352b534b1c301717c69ee98a1f0ae8b4ee0d7e20c54ebd6f879af7e6,1911000.0,629083.0000000012,1281916.9999999988
00065b32dfbc80c249efb220420bd4842c778d29ace6812cd4b00a9235fe286c,1470000.0,197967.42000000016,1272032.5799999998
cfa45eb6dd752c135a36f2c34b69ffc17550ee936f11b3bd47332bb7b6449beb,1956500.0,702417.1700000013,1254082.8299999987
434337e60990c64cb72072e0311e494931ff8cfbe1c797152b8bbd025ef09a7b,2058000.0,823199.9999999997,1234800.0000000005
fbaa01d40888d40a7911cd7907cd210fd9865b66d0696f015501b33e392cb0f2,1763000.0,542084.0400000003,1220915.9599999997
fb6847848010fbeb8614b0d02b0d5e7b26734b8650fa3800656f652a0ff5c7a4,2457000.0,1252450.4399999985,1204549.5600000015
1cae0066389576e650a08d6072c1471b2bf12b7f103e6f9630156c808f036508,1918080.0,724111.2000000014,1193968.7999999986
840e56ced146b93ce15fa3cb346e78b695919b174c86ba5e888ab973ebf347a9,1522080.0,342489.39999999997,1179590.6
f0406e31c7bf7c81d8990b4288a3c916a38a82363e6d32c55253f168a37d12f3,1705420.0,529809.0000000012,1175610.9999999988
c89a1a8ff0ca9295b1632fb0d408086c5090161b870a2315fd9171d811bbf152,1347500.0,188800.5,1158699.5
779af011ba1f4d942a7d6de87f99753563ae77fb387eeae6dfb8699aeeb1414a,1596000.0,477643.1000000009,1118356.899999999
a7e3938a6de8c9c2854549bb71655b7b60af496da04c3370050ceca417197141,2336160.0,1234733.6099999975,1101426.3900000025
986c285a634ab55479dda73bee6c191c552ac1723bb20d58f179ef86df8feaab,1207500.0,120749.99999999981,1086750.0000000002
f52c72c10717e5fb76f7e767398c93cf07d48184ee7ba969df5d053f7a326298,3211380.0,2129648.3999999827,1081731.6000000173
f14ccfee95bd11090c536f3e928d296a5d3d4fd66a6220eca926ec64abcfa463,1906890.0,826458.2000000039,1080431.799999996
8db64a645d4bdf464c8573fb32f87bf78e9f40b8a3516cdacf9aae8e0205a012,1530940.0,451814.0000000001,1079126.0
091e06376691f685c99eacaee0373970dae7d90cc64d02fae312371a35cc1bfb,1473420.0,410831.99999999977,1062588.0000000002
d36837d7da212c693bd7652743ab2f7b26b91d430907725f8c10efe2858c2237,1513160.0,458440.8,1054719.2
3696bef7add87c854a130379a5c239fa36b28f3dafea774364fa236cd462dfc3,1233840.0,183592.5,1050247.5
c9664c00773ede57c42392adc2b54d2b0e5a7dbf9ad824e552f51b3e8e4e5c96,5221000.0,4175327.309999997,1045672.6900000032
2bd2c6dcbc9aabfe440079fbdd52cc7fb457aa788dfc997f4127346d1f624615,1503740.0,461513.7799999986,1042226.2200000014
a798bb1927ebfa648b07382066ad200a66f168bc2189ce3c8005a4da230e9ba9,1197000.0,167369.9999999999,1029630.0000000001
933ca784e8f1c395e8f61b91a9a266faadc088575e91895f605984ace92d3457,1907100.0,879525.7999999942,1027574.2000000058
03eb11c6bb09bcf6ffc8a6b68ac0eb717dbefc0715f8e24c90f35e29980ff910,1695600.0,673594.6499999983,1022005.3500000017
e37db54f93fa90e49e1ae5a3e05d7dc2b4cc6e2eac211e88192fb6aef622b1d5,1368430.0,352235.52000000124,1016194.4799999988
76c4e9876ca06b70fca89e3ff2b888cbb1d75b1ee9b5085325cc51f452aa3f3a,1287000.0,277010.0,1009990.0
f3337d7375ec110eabe045b8892ad8bee275b1f5d2778970f1c62158450598cb,1354500.0,352170.0000000002,1002329.9999999998
9893df111f992cf32ffc6db16603a0c3a3c43b35716bd553810ebdb932604229,1400000.0,400299.9999999983,999700.0000000016
df48ff463c7de06e883f89f2b6eb7f9e1ebf1b92786f1a10acd9461fd622c953,1912680.0,929700.4799999997,982979.5200000003
000514554c34603e8a7551050e988732cf11a22de40fa638258b073677060c0d,1240000.0,279900.0000000003,960099.9999999998
2dd7dd1d050c5a9d9e18223e62f3c2a70a05c54f1d4746410ca5fb74cb38c838,1512000.0,563436.3600000005,948563.6399999995
214b23de38de4a439d350772ca5d93b9a9153950024524feb24f1500f90bddb0,1386000.0,468273.18999999977,917726.8100000003
3547439d0c50cbe912338e1942a48991e67065bdff47fcc5747f6536d9f885f0,1297560.0,383724.0000000008,913835.9999999992
41d23a63bcc99487dfb17e2d4cef0b30a3f79cdeb85a51f5cd6ff0c5d3dcff9d,1107700.0,195936.7999999998,911763.2000000002
f96364ddfd8c91acd8705e85e24452298c2af7b9f0d9f348d97ad69106cea04d,2021040.0,1115934.4,905105.6000000001
186849a7388e0076d59db05d286c2342c4c042e512a5df5393794b9ea3709e7f,1330000.0,431550.00000000006,898450.0
eb3df21ed42d2908c473d22e69bfbe1c7735700a8d12c18ddea8ad8f9f27b6b0,1697500.0,811089.9999999988,886410.0000000012
204e295ca2de7a3548580ebb397e1069ac453792073b03209104738008e8824d,1176000.0,289800.00000000035,886199.9999999997
98116170872f2258a83e2964fe7c1118fad00d7d10f01298cff63d15591043ec,1050000.0,169050.0000000001,880949.9999999999
c55c80d37fc4065e99ce8db365a9318927157e003afa364a163973ff1f53bf40,1476360.0,612061.6000000014,864298.3999999986
bfeccff88a5755a250122b737cb7406dcc4b3e8e135ace45c407604e87ffb1d4,1096500.0,245711.10000000003,850788.8999999999
c68cf36ec686c3d2007bc5b63d4a4d62ff60e28c2a8514407fc3a362b3267610,1005120.0,155551.99999999962,849568.0000000003
cf6e2791e8d9ae749273be544f302a4a355d7c379c32ec70c2da97e97ed32e5f,1663260.0,820556.9999999972,842703.0000000028
1bd32f9b083fc6ddfffd65730fbfa66654fa76a19b0b0e1fe9ade47c6954f9dd,1068550.0,226100.0,842450.0
f8d9dac1392393c66afd588b3875dccc76c1cf7c9beaaa20ee0a1cfc7e98308b,1225000.0,395850.0,829150.0
37a39fe5ed5451f8b71fada4e335392bb8d386e01467402c4235f534f60834d0,1029000.0,224175.00000000015,804824.9999999999
118714d5e8d9bb19455495cd4fdc2fcce1696fc82606a5ca702b4b50fd3702a8,1394000.0,591359.999999999,802640.000000001
e66a9842efc8b3fd4684dc577158c9758e6fb234dfa090e6c2a9e52373f75ed1,966000.0,169050.0000000001,796949.9999999999
f3606d5ac9a89e0251a60d7183a09bc742eba2e36882af0ca0440f9e7b213b92,1751690.0,984792.0,766898.0
cdb981b10d21ba958810f8e05c777327ca5d6342d8f8b5f7bafee3ced661e492,999000.0,232871.8399999999,766128.1600000001
a03677fccfdcf5dc99d833637686036584107c98e46707b1d6d9bc2d1bee47bf,908950.0,145050.00000000017,763899.9999999998
bd5d42c61131e90a612d1d1de6afa3edca6d184e8e9abade6fcb7a87aba5850d,1260480.0,502951.19999999943,757528.8000000005
e011a1fb53edb61734676dde977926f16e399d07ad78e128da5d29c55f5a0013,1012830.0,266244.0000000003,746585.9999999998
6b8bcadf237fef45df4bb6b01072718be59facc62eec0bc793175107404062b5,943500.0,202000.00000000023,741499.9999999998
5773532c55f41c86b2197bc8bdf304e286e28e9c8bca23f438473e7e4a6fbc4e,1094100.0,353266.1999999999,740833.8
8f9fe15a9b6ba96de889c0bce2acf7b1bb5194827adc51a50cd3751c92b9b95a,812000.0,72747.96,739252.04
bb1ee6d5b90dbaa357854b9d5da20ddefdb48548b8a857760af44ef7814e61b0,938400.0,200870.9999999995,737529.0000000005
a1849d6a18fd21a8751e6420b07c03ae22e25f295cb253bedfcf301528d94170,1131460.0,394654.6999999966,736805.3000000034
2a4f43e2655127e8b89c153806e26437aab14e3663b045d47c60dfc5877e2c95,1166880.0,435964.999999999,730915.0000000009
1f365b14a86698ab9cd021dd30d9eb3dd5b0a092cc19e74ccf0c97f008f4b058,1032720.0,317556.00000000023,715163.9999999998
4f4b89d04a3ec10701752e8c9c7c46cedc607b04b5dfa9aef6472cac0c15e53b,895960.0,186731.99999999977,709228.0000000002
597a38be7152c722e2bdc4690b9c5e761062c500f6f65ff55570c1a72678ebe4,990000.0,287809.6100000005,702190.3899999994
a2d94939b1193abb847f6733c83e3d0147a3450798a253b54094e825d2e7877a,732060.0,38743.30000000002,693316.7
ba7501a5da283f1dd3ed4cbe1316a95e003f01f7ddf1b287cfc50d9c8f573ace,1575000.0,882572.4000000014,692427.5999999986
118e9f3db36f40c5af27e9e151b300eee9ca14d6da60aadea7e8149a46013a92,980000.0,289799.99999999965,690200.0000000003
b540aea8abfd545e44cf577ee34b01887c4413f7a3416ede44e0797bc3a55cc9,888000.0,198450.0,689550.0
8d7825205e8d81f13cdd48e824b36d117e4e2737b67d091762e1b50d1fc03729,895500.0,206953.99999999997,688546.0
0b77dbc3916a0f196fc406fbc60e5268b89b60307b41237a418d859e7b8e84bb,1365000.0,677220.0500000003,687779.9499999997
d141cba18a8550df71920f8345e9c4f559488b80860cda185acd395d2ab5fef1,882000.0,197224.99999999962,684775.0000000003
bc5c49a446d1cf3255340f444fc9f8bae5f81d4812d364c33c03d8e6f4c36560,827500.0,144987.49999999988,682512.5000000001
7defafae154069ee987f92c277c0636db98d1d079a941d215d6f0a8448f4fc38,943500.0,264719.9999999999,678780.0000000001
38ca049b487f9c3254fd38dccf63cb6d3707c361ac7671d3fd774eb9a0b3f3ea,1193500.0,517440.0000000009,676059.9999999991
678b5ff7484eb59d8002fcfd722388ac7ddb38a57c2dc9a474951cfb1ce88ceb,921500.0,248720.0,672780.0
af046ce17d65fc25634b0f7864349dc633f0f6a8d446da6601d8da9bb120a985,832140.0,162066.0,670074.0
5488139c1fb670d26ffc607187ecedbe94b932dcecb4e1905077c8817909bb9a,1041350.0,379391.99999999854,661958.0000000014
790098b678f85789dd812051744689c6308cb14ff49e33c23274e9fff8784d2c,882000.0,221550.0,660450.0
3a3bd1d38bd6ae31eb1d5240467e6719cbb96c2cbbd8b7aa833781e1971c38e3,1133340.0,474870.47999999876,658469.5200000012
516e672378041d720cfcfa7d1d15b01b139d5f0b8788e055cdcb29c25b57ea9c,882000.0,224590.40000000107,657409.5999999989
ef34f2df65bce49d6738b69611da509dfec19d0c0c8e703ed265d5e822ec58ff,1220940.0,564935.700000003,656004.299999997
d05d0d4370e608f8eadc689707bf399cef6dbaa70d47a0c56f33d1b7a5c2a6fe,983400.0,331109.99999999977,652290.0000000002
b792f9b04089f8023e5940e555ebfa01322e88e7e3a8007ec752ba4921b0f819,950820.0,303384.4800000001,647435.5199999999
75534478bead4ec14a87995683cc3627d08ddfda76f3ffa64aacf0df27346ce9,779260.0,132258.13999999996,647001.8600000001
a51f9d2abbac058c4dba16ba73c0001eca41504a0b3587be3be810cde8bb1916,901140.0,256702.60000000024,644437.3999999998
8b342d4b6d97e184a39f84a08fc48bcf4dc259b04a2c9dc4651e91e56bba0d36,2443600.0,1806319.7600000063,637280.2399999937
bdf0dad555425e1a8fc3b6ff6af7c1b64361f59db2cd4d55bff858e648c03211,833000.0,197225.00000000012,635774.9999999999
37799b58ac21d8c5c214922b4cdf58eb4592f51e5570fc0863fdf06047c13e00,1176860.0,543139.5000000001,633720.4999999999
e6dd613110b254220c704a9b0cd2372237b794269f638e9034f0a19218287da3,1379920.0,746328.0000000017,633591.9999999983
aa464cfbf9e929207eb3d5c97f01ea2ad676c8906ed2a96fac25d1d828c67175,798000.0,169050.00000000023,628949.9999999998
a9936cb1f15ae8cbba9a2ac1ea6d4e3aebe55f0a15dded086bbf29e767c5af8f,848100.0,226160.00000000003,621940.0
4e5aebc78fb63407d9c87ba376f877403d91a298deedca37e1d82a19cfd39e90,1624000.0,1003520.0000000033,620479.9999999967
cbafd1bd58e8800613b509103f3d7ab154e9515bfaa2bb6b187a7ee0601d2fb1,942760.0,325838.58999999973,616921.4100000003
aa3b13b2dcacacce749045da3d74c76a507889dc0bae47e8c16b8f37e8442335,747560.0,131031.0,616529.0
a6f2662fd8d85080b20e545ab64f16d83aad523a4771ba7addc6327980d90525,751200.0,139006.41999999993,612193.5800000001
43201a08c6a6124a479c029fe706616c4813e6f77669ae83977520bdb48f3871,808500.0,197224.99999999994,611275.0
5d7794d382d9b2a4072a73d573118331bc072e0180a066f00cbda83d7b4d116b,777000.0,169050.00000000003,607950.0
cc15d9e04d6039ad508844c3095bd006675d40424f626ad1a2dcc7a13a5806ba,896000.0,288120.0,607880.0
7c14e4d3164f372fd867c2be179b4f952c119545e87fb95ba51ecdcadd12271e,1260000.0,653100.0000000001,606899.9999999999
f4f170293f4cc52aeae46df792085716021440b441345176becf2b8f929f45e4,1093590.0,490780.3999999992,602809.6000000008
a0aebb3eac662843fe70cd288cf058874fbff1e854f7f829eece158656525b55,857460.0,255611.28000000032,601848.7199999997
1656623fe5bbf8b43ba5ac8df2f427c1c4c4899b71f18db40212d2b1ecb96f29,818720.0,220719.9999999997,598000.0000000002
f0d241a9411b19d361c0d47cea36798e78244e8aff8bea9183e36372854a4469,673440.0,76893.35999999991,596546.6400000001
fdf893ea3c25f13b1ea2e8e1f774a01e36c9e4565f3b3b406339887fccd9a4dd,826740.0,234912.60000000015,591827.3999999999
8e7f6cd98099eb03b106ebb755323444ab3bb3d6ef4018d7707fb1c0bc6f0152,784000.0,194775.0,589225.0
f02886985b7a95e00896b43f89e9979d9f236683d15caed3c3761b22f5d272f6,784000.0,197225.0000000002,586774.9999999998
ff704ef65d38405dba0d5f1bf5f1794bc7b973df9eefcf8ab6705e1a27b66825,808500.0,225400.0000000002,583099.9999999998
16290477420bc612243601fa9df185e0265b4516a49ed52c397d2140df7811dc,1022000.0,445260.0000000002,576739.9999999998
42f05fd84c7427660877f2bad0b9834e465e1f9651cc409e6b06d46afe2f02e3,1127520.0,555072.0000000005,572447.9999999995
2b1eaac32464034e939cb7201bc11ccccb93fbffacbd5ab6bb54da26e1025822,687470.0,115436.57999999999,572033.42
3ae95ce06c4e1ffa189b4aba22c01db9be929dfa666a3b8bfb664caa065180e2,648960.0,92809.31000000013,556150.6899999998
c2d1ec4bd16e76fd9e0cd7748b57d5795ffe53e5f051d12696ff9fd7fed1ce29,1134000.0,578204.8800000006,555795.1199999994
078edfc097c0ffa50b05f6aed2c3dba14f9d99c140570c89fad9059688c666d2,732600.0,179763.99999999994,552836.0
e41c3b0b844fe5b7ae28934d2df94e31fc1b573b2aa42024c5345c919a2031e5,693000.0,143175.11999999997,549824.88
9f973871d27e599c052f7184c9b93aa6599ca05b6342256e39514621e3e5f359,1081500.0,531961.8599999985,549538.1400000015
19409c00be73285a02f68aa7d26d2a34e4b2efc6f476c11e00006383066dd1a0,647900.0,98673.74999999997,549226.25
d09c72a1c591fc4242a171a5a23d53adc2076237cf73181314a77ccab0682229,693000.0,144900.0,548100.0
4201594a2f700a246a2404b593ef8b71dc99fa7c336959c662040581092af8d6,1470000.0,924000.0000000016,545999.9999999984
d58984bac89f61d31c9caeee854628d3de7e5374c2527e6efb0f32817a171bd9,927732.0,384702.0,543030.0
d8dc0038ed1a676567b2c544f613f4beea85df9264994a8bd74565848d283e90,640980.0,98713.30000000002,542266.7
7e08cd6e0331ac9d530c7513a713bc54b6f0ee02f1214351d35a327d8ea7ec89,735000.0,197225.0000000001,537774.9999999999
c38cf398104b427ef4d150233c511d42d60d9b90497ceee99e197f053823666a,735000.0,197225.00000000038,537774.9999999997
b971b3b5773c2effc9e9203e255aaa9a929a3094b79e312e27ff7aeb6302fb4c,734400.0,203068.79999999993,531331.2000000001
2b6348cc86081ff141b14f1123e4e5ad2763ecbae9544ecdc4c6517c3411a762,1001000.0,470469.9999999996,530530.0000000005
908625dafd28d45084e684bf226411584321d990290c01a33ff3a780f3211a3d,797760.0,271628.99999999977,526131.0000000002
dba74a27ff154bed97d1487029da626cf48e2704eda702b9b3bbb323ccecea48,1134000.0,611520.0,522480.0
6768d308ec5d27a8443c1772fa7ecb50cce379299261592f24a427fa8a704ff7,735000.0,223929.99999999994,511070.00000000006
ca5a486428ac9969c77b75ebe3932244c1455c43dbc63c0bb35bb011b464877e,736100.0,225756.79999999906,510343.20000000094
12254c8ebfb546859df54ab569f86f1f2bb16fd7b2041f998c6e33be7c179cd0,566040.0,56209.99999999996,509830.00000000006
1154c2bd3f1f98e24ae51dd2a440f4ba4076c28566f966b468652807c37c2acd,735000.0,225400.00000000012,509599.9999999999
98ad70b54fa970325d5599ebeb37a711570440b4685faad1f62777b7776eb5a4,1078840.0,570707.3400000005,508132.65999999945
b7171f4d31272225e0678afe65b5bb30ca9628d4627e77c24f7cb416ab650137,838050.0,331262.5399999996,506787.4600000004
7d1167ccf3ae0e62a8bf3d460616b73e29f5a9fa41141d75f50efa8402814f0a,1274000.0,768320.0000000008,505679.9999999992
92ae786a7b7851930e81ea416238a7487b2c953e01c26b9378d27615b920e13e,661500.0,158238.63000000003,503261.37
151b3d63f5a1e47568acf70dfbefa277d46f4c6c595222777fb6dde71c10662b,696000.0,193200.0000000002,502799.99999999977
08719439f9f0ea2cce128dccebdd80250b687a6e33b6a67066f91b75b10da388,1132800.0,630187.1999999997,502612.8000000003
8a81a08d1f1890f3f3e1ed35880f50bd1796f7436570568aff394d0f979be2b9,757760.0,255677.40000000037,502082.5999999996
6593e880467fcb8b450a151a4f5dae33fd4efa54cd05cfaa811a60685a5012b4,756000.0,254756.00000000015,501243.9999999999
28b09ac17c9993019cfe89d4a6c7fae68a66ddad7bf70e931cb634ca67710980,624340.0,127051.99999999985,497288.0000000001
5a7aa97f5791e0bf84252872e04dc24537ef018ed799ab67ffd51cdbe191a771,561660.0,64946.7200000001,496713.2799999999
9b670d737454e84b0aa914ed34cae89c020fc817c09f7e92f9c8f3e2d2f2abdd,641280.0,147214.32000000056,494065.67999999947
8d7ed67e1ecf322e758fab615e72a34c3fe0ef81106cdd70270f309eec07b8c8,625100.0,131620.99999999988,493479.0000000001
a2c11908eedf19ed11b53a9a43add82570b88ec23717c9e204e0c603fd0c5007,595680.0,104419.19999999981,491260.80000000016
f3a4950df9969ba7bf56c7ecf1949557cbc242c2cb907a9fb06bcc7aa4ad2432,756130.0,266037.20000000106,490092.79999999894
3a721a76bfc86a808690a53d7c8d982ee16dcd1f38c8d535ffdc0587c7baa9a8,686000.0,197224.99999999997,488775.0
90b4a2a10b7314b27027342cc524acb846a005898542d46ba9f56ee3451881af,687000.0,205159.99999999965,481840.00000000035
1d0b1ccf95badcba33b01a647a93516bbe07e61fef3cb1b96c24273fff8a116e,789880.0,309568.49999999965,480311.50000000035
1303240392d71c3812b96c11e826b7e93b3f2ab358261ec15d964376cec5e43f,816970.0,337293.5999999973,479676.4000000027
a9ed419e2f4871d434a66ba20bab025245b717809834dafe69333d762bf8ef06,730750.0,251475.06999999992,479274.93000000005
188fac4554f478e83aed4a88b96742b7eedf1493430b59bbe63b7b760c0274ed,717090.0,238781.6999999999,478308.3000000001
05a14ffc62c3216e4af352644b7c8cfc2b376a4eda4541717eb609d4c9b4470d,690200.0,215511.99999999953,474688.00000000047
21c7dd354ce09f14909ed23853569b1fa065cc90727589d097b9ab5a8f65a14c,784000.0,312368.0,471632.0
6783f904838698436912fbbdd0871f54a833991c312e5d8a6064d89729ae6101,599200.0,133056.00000000003,466144.0
99956a8b935f0af1019fd9b6004b85ae34a9e8b9119b5a3477d04645972fcf30,579870.0,114506.09999999986,465363.90000000014
5def59388259419fee19d7bbbbf5d1ee25ddd5c8a6bf3d4dec9ebda2e9e0a612,547960.0,83076.0,464884.0
28328a6280d1268b65f5f22e1423424be4fb5d8e4ab87ba6a6629cd7d7fef954,686000.0,225399.99999999997,460600.0
3a7673597b27c4d1611e8e39266f2a5ce122890e1122f7f05b6656c3b87299d0,600000.0,141178.08000000007,458821.9199999999
5fef380d8a4e7406ebe39e8b1cb61ec545dca8785c30b4ad3b13ed7e67300965,1085000.0,632320.0,452680.0
c2b21ff16b5b19f5aebc1d22534fe768e9cfb003cc7aed6a3cd7f18f825118b0,738720.0,287892.9200000004,450827.0799999996
77cf47db56b434514582ac78c6576944e0737eead9aad74f8175bec220c35e9d,769230.0,319449.00000000116,449780.99999999884
f6d528ff6d93bd76a12984e265858f6c7b47d21b596ec930eec695351dd8e660,750000.0,306257.21999999974,443742.78000000026
101aee6e611ca6280c897721a2ec13066a38362f3873d1cfbe0a069c1961c50f,637000.0,194810.00000000015,442189.9999999999
c4fa360be7d71fdbee150b7c2e447da94e35746f473ae6074aefaf6091f56991,649040.0,207548.00000000023,441491.99999999977
42d493999efb8c84501f0d3f98946a454a0a1522eec7732e2bcc5e20cf80b65d,637000.0,197224.99999999977,439775.00000000023
909b9d9312137f7dca402e7b4ddea0dc77c525d1b5130e25845e1c64d454b5b2,1168080.0,728541.0000000059,439538.99999999406
7eb44c9933e4431c3a3fbf224ab6b4eba51473d781751153c5b1a9254e751247,723330.0,284954.40000000113,438375.59999999887
df3442f9591957cc50813d48ec5d7c07f6a2c8b1afe9fc63225b006905ee252f,698100.0,259971.35999999996,438128.64
6515d45f54d7daa74028e2ef9a989827c3733b48caf66d35482a314e8712ed4a,593680.0,155888.9999999996,437791.0000000004
b797d98cd90ae3e2398aba67e1795b70954531a5353907abb9a867cff9ae0f0f,661500.0,225399.99999999997,436100.0
