customer_id,total_disbursed,total_repaid,repay_pct,provisioning_recommendation
68366fca35e36a10de39e51723eb2a81455692e9b17a85ebeaee6005c2c5ee09,420000.0,47049.95999999998,11.2,Provision 100%
41537ae903842046b14a01daea075964cc5b8009f5977e0d01b3f306d8413918,12901000.0,1467086.330000011,11.37,Provision 100%
3fdf71fac0a07bfbf5f346ed1d7dbc58d3e3987c4e310323ee696e6257bcb3d2,3710000.0,422780.0,11.4,Provision 100%
f0d241a9411b19d361c0d47cea36798e78244e8aff8bea9183e36372854a4469,673440.0,76893.35999999991,11.42,Provision 100%
5a7aa97f5791e0bf84252872e04dc24537ef018ed799ab67ffd51cdbe191a771,561660.0,64946.7200000001,11.56,Provision 100%
47f783e26dab523c4e095c4b268182439316dc5d09af700295f65b18a226f081,252000.0,29169.779999999995,11.58,Provision 100%
30993fd0813a5f7b8b846a0bbdc9a6b04f4066ab752190e08727b2c6ab29d985,131200.0,15556.699999999992,11.86,Provision 100%
98e57b21e42b8269eddcb3f3fd69722ef9360c971e9ef1633b27ff132df3ed58,1110.0,132.66,11.95,Provision 100%
7037073d9944afe80cba5af325969245181271d455bd321bc7cff7b7c845ab1e,33600.0,4048.2400000000002,12.05,Provision 100%
4a45ec2dc4d6bfc8ef4cca8ba63a03dd84019bd113cb4b217bf1b810b310b150,880.0,108.55,12.34,Provision 100%
84fb6b12a50c159520d508c8e8763ba3fb8bbd650cc1af6e02157f190c222664,261600.0,32805.0,12.54,Provision 100%
6c4d758766a89a7c7d863622965349377a1d6c2a112be2ca5346192fef4c33b1,9609840.0,1242835.6,12.93,Provision 100%
f900585c92e09475854b074766287a4ba72f2dd9a4a1580da6e9b8b8138c9cab,4300.0,562.7,13.09,Provision 100%
4d058ab495ac7fc9680d718e9b34464582b2cce3210c9f1c827385f4e3cf8daa,1796560.0,241231.99999999988,13.43,Provision 100%
00065b32dfbc80c249efb220420bd4842c778d29ace6812cd4b00a9235fe286c,1470000.0,197967.42000000016,13.47,Provision 100%
2377f3d7b8e4d4dd7060608decc9024ad9a474338df7f844d641689ef2b6d522,75750.0,10309.439999999999,13.61,Provision 100%
0576c7fb834e8940345e01127bc86018f9e03baddf05a5c547fd7eb0156fe546,8000.0,1100.0,13.75,Provision 100%
29faaa37738e648202eeda679ff28877aab54ed631df6d240b53ecdf5a1a0864,28060.0,3900.72,13.9,Provision 100%
a38520d90a3f35e5c8b07e6a0918ce85a38bbfc560c08eb2ed253c40fdf87043,110400.0,15345.599999999999,13.9,Provision 100%
539da263a4ada04863f6fb39bdb35be41b6f788a3dd2f8c9ae2bce06bac3afb4,173360.0,24196.43999999999,13.96,Provision 100%
29851bd2eda4ca675ab267eab46c1417b2e7019df671322b8a437bc16bf5bdf2,10230.0,1429.3500000000001,13.97,Provision 100%
a798bb1927ebfa648b07382066ad200a66f168bc2189ce3c8005a4da230e9ba9,1197000.0,167369.9999999999,13.98,Provision 100%
c89a1a8ff0ca9295b1632fb0d408086c5090161b870a2315fd9171d811bbf152,1347500.0,188800.5,14.01,Provision 100%
3ae95ce06c4e1ffa189b4aba22c01db9be929dfa666a3b8bfb664caa065180e2,648960.0,92809.31000000013,14.3,Provision 100%
1e21e8fa4f29fa7c8c24b5e685e40c83a167abfd62eea874c5994e8aa10b37b4,274040.0,39508.02,14.42,Provision 100%
6634c94a93e629e23b35a160bf79d22e7e5f37d0cfdce0ee47b241a8d3eb3138,298410.0,43592.920000000035,14.61,Provision 100%
3696bef7add87c854a130379a5c239fa36b28f3dafea774364fa236cd462dfc3,1233840.0,183592.5,14.88,Provision 100%
d3634d08f2f94d40d09cb00fe77b1c0c0316bf4f0a65bf4514dc4355cd672c30,500400.0,75202.8,15.03,Provision 100%
5def59388259419fee19d7bbbbf5d1ee25ddd5c8a6bf3d4dec9ebda2e9e0a612,547960.0,83076.0,15.16,Provision 100%
19409c00be73285a02f68aa7d26d2a34e4b2efc6f476c11e00006383066dd1a0,647900.0,98673.74999999997,15.23,Provision 100%
ba4bbce7f06da1a7631e61172486834e599387954b1944085c0b7b5b444036bb,307720.0,47338.799999999945,15.38,Provision 100%
e61615719404b34075120ec20f88a877ec033c199c4b5430a40f130c60e52a6b,145530.0,22392.999999999975,15.39,Provision 100%
d8dc0038ed1a676567b2c544f613f4beea85df9264994a8bd74565848d283e90,640980.0,98713.30000000002,15.4,Provision 100%
c68cf36ec686c3d2007bc5b63d4a4d62ff60e28c2a8514407fc3a362b3267610,1005120.0,155551.99999999962,15.48,Provision 100%
a754ed6f7b275bd4e73ef241e90f9931f1c42198517e5f041e9b47208a544b8e,17630.0,2730.3,15.49,Provision 100%
e8ea945fbcedcc9771435aaa6aa49d811fdd6855aca03409b5ecd598ca5d28a1,58110.0,9060.99,15.59,Provision 100%
957c44f9f1a7a2c1e6df3cab2f7fdc9a7473a3b97979e11a59bc8a5d230395a7,227840.0,35727.999999999905,15.68,Provision 100%
334e565ded6d5de0d1195b6e17257f8877c0d52a6b8a8ed93fb0065fdabfa33b,434240.0,68355.0,15.74,Provision 100%
ba182017f2e04ecac012ea2a53ec13da4f3272e033bd5fbf03c45ed840a5c134,98400.0,15660.0,15.91,Provision 100%
a03677fccfdcf5dc99d833637686036584107c98e46707b1d6d9bc2d1bee47bf,908950.0,145050.00000000017,15.96,Provision 100%
f861b362947b4e1381c3a59e97322816ebceaf39684aea9c9e715a15a9c06fd4,114600.0,18366.54,16.03,Provision 100%
0d2f24ac9957468a5ff8ad66ceff2e0b06688e1125976b9e18750a993a18592e,124320.0,19969.599999999995,16.06,Provision 100%
5abae97ff75938f3632f2e08a76a8057db571562825759a01e5b7a2c89400199,504000.0,81068.21999999997,16.08,Provision 100%
25c9d1e6be13bbece6f6e38807ed0b456cb48e9ab31f06a7e2ac04388d87e4b8,37960.0,6106.499999999999,16.09,Provision 100%
98116170872f2258a83e2964fe7c1118fad00d7d10f01298cff63d15591043ec,1050000.0,169050.0000000001,16.1,Provision 100%
c3e8232005bb85a798054d5d62257acb9519855abf61becd1a5386e7beceeb17,1760000.0,283826.6399999998,16.13,Provision 100%
d61859c23850a5b7a122b92f1bc12a26fa57a328285593d48a30dbcb51e509f3,7050.0,1149.1799999999998,16.3,Provision 100%
6f13072c8480e93cb540101473fc1157cacaba7fe5487a9f12784d7a601243c2,316020.0,51659.99999999998,16.35,Provision 100%
5e4de4bdb59e98f263d4fd3fe8a82cda2244bd5aa752534678ff8d2357bde9cf,1814880.0,297231.9999999994,16.38,Provision 100%
2f0b1b895d0888babc63b6c810e2389e1245e94c2487ae9d87ac94331bb1862e,62985.0,10368.279999999999,16.46,Provision 100%
b7dfead7ec08688e7e4c6a9377696729bb28f016073f8a46a788b178f94eb258,402500.0,66952.3400000001,16.63,Provision 100%
2b1eaac32464034e939cb7201bc11ccccb93fbffacbd5ab6bb54da26e1025822,687470.0,115436.57999999999,16.79,Provision 100%
4f9c781a6a1e0bcfdbc71f3eb515d258e2480aedb8db16c29f7771d9d2696069,38720.0,6540.8,16.89,Provision 100%
80b6ca62e3b00bbfe15327dbe83085a02cf1181a172d908bce45160be5c51787,8010.0,1359.0,16.97,Provision 100%
75534478bead4ec14a87995683cc3627d08ddfda76f3ffa64aacf0df27346ce9,779260.0,132258.13999999996,16.97,Provision 100%
df129a35c89e1bc811074f81772a26b8d1e23c86195086b4591238344feb1667,490.0,83.66,17.07,Provision 100%
9c7187cd39f199b722847ca6f43f062ca821275840f0f3d2554372bd1f4fb3b2,24500.0,4194.48,17.12,Provision 100%
200340a7ed83e1d845953816c62090f57d7a2913425fdfc17acd617ab6e5a989,6328000.0,1087040.0,17.18,Provision 100%
4f65aad0db4e1ecf4045d80fab0cdd0da6e22bf5db64f935170d32c4a873d1c8,105135.0,18114.560000000012,17.23,Provision 100%
e3e37fb2f2e993ccf66acb78464b57a03a1f67542afde0764c00b236c98860a9,46280.0,7974.4,17.23,Provision 100%
f3074d4e26422a5148447b455b576f1076bc1cd3e82fc4e9f88bd5fb88c578e5,459360.0,79192.59999999999,17.24,Provision 100%
73da87adda67973a6b3d00ecb74b4d47644ddfcb76c23d2d427656f63f1ca678,60320.0,10399.799999999996,17.24,Provision 100%
c69de45e170d6b505fe2304dd26010f704e779baae6bb067f50d32c980b7505b,1568900.0,272780.0000000001,17.39,Provision 100%
8267683e566ce73bc1ac1f510a455bc5b361cfc40c458fdafc361351d094948d,2645720.0,461822.5199999997,17.46,Provision 100%
65e274113591b449aa308063619ef628afb938f6456f10088aedcecc9b17a1e2,117450.0,20526.640000000003,17.48,Provision 100%
e66a9842efc8b3fd4684dc577158c9758e6fb234dfa090e6c2a9e52373f75ed1,966000.0,169050.0000000001,17.5,Provision 100%
bc5c49a446d1cf3255340f444fc9f8bae5f81d4812d364c33c03d8e6f4c36560,827500.0,144987.49999999988,17.52,Provision 100%
a2c11908eedf19ed11b53a9a43add82570b88ec23717c9e204e0c603fd0c5007,595680.0,104419.19999999981,17.53,Provision 100%
aa3b13b2dcacacce749045da3d74c76a507889dc0bae47e8c16b8f37e8442335,747560.0,131031.0,17.53,Provision 100%
1cbc24d21e6c09811d8539cd91fd7445ae6d3a4deec577b97114b12e5c8c37f9,58500.0,10260.0,17.54,Provision 100%
5ec288acc8b63d03f093cf935273ffa2cb925e3a39854cd84ac4c7babf09e7f2,24500.0,4326.79,17.66,Provision 100%
41d23a63bcc99487dfb17e2d4cef0b30a3f79cdeb85a51f5cd6ff0c5d3dcff9d,1107700.0,195936.7999999998,17.69,Provision 100%
9015ced71fca58655b020845ebec2ff2fa5d89f2ce45709c5f29732e3f7067ce,229140.0,40653.20000000004,17.74,Provision 100%
08cc5dfdb4db31cda8667d47683efad8130a2a9c386d774f3fd5b0cede21683c,15440.0,2764.33,17.9,Provision 100%
cbcaf73f5ba66b6463092ed61036e1dd65bdc72e145773f2178477d3ca4dbf0e,16100.0,2892.0000000000005,17.96,Provision 100%
fafe832dcecea0d959286b46aedb540fe39ff6e05aa851d349d21d72db4bb525,156020.0,28327.22999999992,18.16,Provision 100%
7a437364faaed1411cd8937b9c9d54576997a595107a9b595f1c4d79bfc132b0,2900.0,531.76,18.34,Provision 100%
ec7f1b1e010d0b9e51990be6d13b31d177598e599bbe5f5695403327c1c39b21,429000.0,78885.0,18.39,Provision 100%
a6f2662fd8d85080b20e545ab64f16d83aad523a4771ba7addc6327980d90525,751200.0,139006.41999999993,18.5,Provision 100%
f12674a4278e308547dba4b936187bf4fa2a2116beece71991c0e861b9fae725,6060.0,1127.0,18.6,Provision 100%
60115de7a6e3af39f9f8d3e5bda0b934998b79c3213bfe3036ee6b3087caa253,340500.0,63387.8,18.62,Provision 100%
0758928c8b17850c198429a5e1478d5fbd4d45ef30facb5c96216d9438102eb7,50730.0,9476.400000000001,18.68,Provision 100%
8598f8c42cd6cf69e9b72e989a93f28e0293b0b83fdf57d6abb1732c3a9b60ea,27200.0,5086.800000000001,18.7,Provision 100%
c170ea92dca29c2ffbbbd4cbdb4a9de4832af002c6d582c62f6693db5c536b3f,66000.0,12424.560000000001,18.83,Provision 100%
12fcb79f24ed841fda184bd9f773cc13285a8b71e682557e00ddafd7c9ab8a33,12768000.0,2406599.9999999837,18.85,Provision 100%
66a4073401d8344c59110da3f4db922fc4407d76747b9dd60ff6a347f211b1f4,453180.0,86021.99999999988,18.98,Provision 100%
b7b83cc19bd849c59f76b6d0c6db7fffc54e0f6d474d62ee593eb328946adde1,353740.0,67321.79999999996,19.03,Provision 100%
48e677da56b37643a6bcd1adec5ed3277a4e010975b454e02cbbb1023e039132,10370.0,1978.0000000000002,19.07,Provision 100%
3a1c34153bf015c057410cdcbdc6d42bd58158d69cbefc1fc16329d9ce0032ae,15540.0,2978.5099999999998,19.17,Provision 100%
6192c7597dbcad14bdd25bc6b88b7c8e751d38aac827c131baeb2adabaf02da3,167580.0,32207.799999999992,19.22,Provision 100%
d78b7cdccd2488a5ff0147260579b39684bc110212292a63be77d9ba572942ef,30360.0,5834.48,19.22,Provision 100%
3345ec73bb7d7b7f3c727675a2309ee17a2a78888fa5cd29286cf5abcedc557d,18000.0,3461.4400000000005,19.23,Provision 100%
3495074ded66fa5e92b06eb2d27b2005f0c50daf87f4641cc163249835061f85,14000.0,2699.099999999999,19.28,Provision 100%
1b4bcd7acc3b95fea1e08e17c829dcbf47bc4c69b73b5fc3e1b67e4cce932398,4680.0,904.06,19.32,Provision 100%
d9f35555b0c9868885685b25d5c902912c95f8107ce75b6ce2742c1dd8482825,1620.0,313.7,19.36,Provision 100%
95fb969bb000f360aefcfbedf8ee349e52ad6a6762ad6ed9f5cf34b257d75362,119200.0,23093.999999999996,19.37,Provision 100%
af046ce17d65fc25634b0f7864349dc633f0f6a8d446da6601d8da9bb120a985,832140.0,162066.0,19.48,Provision 100%
9abbe5e3511b0ccafc5ce840fb7059542e07d1ac0d0f111eccfe1d670f3fdd8e,15600.0,3055.5599999999995,19.59,Provision 100%
342c8aa5abdd8ef02a3f13762c0077c94350e1f1ff0330978cad9c1f4a6a7efb,21160.0,4152.049999999998,19.62,Provision 100%
a5fc8253b9c27e2ae60637597e0be3336ea7d8a6fb535b53d7419920896217e1,175070.0,34550.400000000045,19.74,Provision 100%
17b70c2bbf72391596ffda0482105aefbb68428cc4311cc22c959667863e957d,277200.0,54740.0,19.75,Provision 100%
99956a8b935f0af1019fd9b6004b85ae34a9e8b9119b5a3477d04645972fcf30,579870.0,114506.09999999986,19.75,Provision 100%
6c7f9ea0d3c195d1712aa90677b8cd17ae6bd193998430f6a89f415d16bade64,100650.0,19902.240000000034,19.77,Provision 100%
1937427e950da56fd32077c475bd761aa59894d16561cfb552dac5b678098a54,28320.0,5610.600000000001,19.81,Provision 100%
af3a742cb2f3c888a51d9e380f01a28c8404ba43b7f6bfe2f2b881c67263c076,354900.0,70353.91999999997,19.82,Provision 100%
fb1e6189037a57552f96f60bb51c9bc5ae7c46dfd8c4090520eab8cbe1a630cf,5325300.0,1056920.0,19.85,Provision 100%
8bb494df97747a97922a7dcd56b558fa5cb558a14c2c8ef44b937b1ac4fe8842,1080.0,215.0,19.91,Provision 100%
5ec8463eca502c59949e23eae11b16038597f4d1c928a1545e75fe2eb3b6e33f,2856000.0,569828.0400000011,19.95,Provision 100%
5954389a8a38153d1fa877d324ee022065a1a0287db88d78ecdd44f9af36c64c,60000.0,11994.42,19.99,Provision 100%
95ca622b32cc51f147f4ccea4fd8939823f569ca24348ce53e3dfe9ccfe34de2,30420.0,6085.000000000003,20.0,Provision 100%
60a83e1aee67f1b0d3f4bd180c92d61f8cd777f5884d2f2aa98757f0001d8fc8,2618000.0,524369.9999999992,20.03,Provision 100%
2fde139c88f702c9b51ea33b9306a5c162bd3f8a6cf05ea6c0ef0fd278a612eb,185640.0,37256.650000000016,20.07,Provision 100%
ae6adad69d322c760da5cfde0f2d2c5b29a1a0be80f54864a535e444c3bea9ed,189640.0,38170.98000000012,20.13,Provision 100%
0c1bfad87bab020f1ac3ca06891d4eecce5f5707dfd35606dcab6c7feec7a69d,1540.0,310.68,20.17,Provision 100%
86777361a228db021cecacabe99ea1f01e2e9f2c37c82c165873ac6d5a6192fb,3600.0,728.0000000000001,20.22,Provision 100%
9903e2a1e84d95e05de604fe13a609fa9108d5b7831f1c6abb4ce5f3d1a00b34,14024400.0,2853089.999999991,20.34,Provision 100%
28b09ac17c9993019cfe89d4a6c7fae68a66ddad7bf70e931cb634ca67710980,624340.0,127051.99999999985,20.35,Provision 100%
e7d1d3e2169af33a5635ba5e172f86bf861db0bb1a5d60683cc616d4d4f5711d,459900.0,93926.82000000005,20.42,Provision 100%
48805d03e47fdf3c6b0192d534ff49077f9c094f28b43fbac887bbc72118439e,165360.0,33812.02000000003,20.45,Provision 100%
9b914ecbd0a5663de2bc7e9888f65c766e142445921668b25c069d6e697a86b5,116250.0,24010.559999999994,20.65,Provision 100%
e41c3b0b844fe5b7ae28934d2df94e31fc1b573b2aa42024c5345c919a2031e5,693000.0,143175.11999999997,20.66,Provision 100%
36decc23e9006455b12dc2fa876691452ebdd8cf0fd0faf5657fb5fae0a543b2,72000.0,14928.759999999998,20.73,Provision 100%
633986224520cd88b6dde6521438505f13d8cf8d02a6f138eafc80c45c76bb02,5699760.0,1183623.8400000012,20.77,Provision 100%
5d6f86536d22910326a21e61bdfa58e6f8a3a1d67d40f0cbf6a5193d51ec6c73,15120.0,3141.920000000001,20.78,Provision 100%
5dc94ad36897e378d10158ea9ea11df24e7942d61109c72b73f9bb113ff1f7f7,396440.0,82472.00000000016,20.8,Provision 100%
66fbb9dfc26458c9f6e8450077380fff476ae1ca4cb449135fe42f2060b5a3b0,118830.0,24748.080000000005,20.83,Provision 100%
4f4b89d04a3ec10701752e8c9c7c46cedc607b04b5dfa9aef6472cac0c15e53b,895960.0,186731.99999999977,20.84,Provision 100%
d09c72a1c591fc4242a171a5a23d53adc2076237cf73181314a77ccab0682229,693000.0,144900.0,20.91,Provision 100%
ee44dc043cfe2b0618854cc7e56833e277fe2b33418c0599cb6cdb4fa5dbafe8,2300.0,481.96,20.95,Provision 100%
bb9598cb8a6f8f2c6ba742faafa8a2948f9bf863adc7bf833d387fb28ec4995a,174610.0,36711.4,21.02,Provision 100%
42d65e7b96140ea1539833eb2089b0e858987fc6cbf4af7a73c66dc72e25d6b9,361900.0,76208.00000000001,21.06,Provision 100%
8d7ed67e1ecf322e758fab615e72a34c3fe0ef81106cdd70270f309eec07b8c8,625100.0,131620.99999999988,21.06,Provision 100%
1bd32f9b083fc6ddfffd65730fbfa66654fa76a19b0b0e1fe9ade47c6954f9dd,1068550.0,226100.0,21.16,Provision 100%
aa464cfbf9e929207eb3d5c97f01ea2ad676c8906ed2a96fac25d1d828c67175,798000.0,169050.00000000023,21.18,Provision 100%
4eb6e88a743a6e44b506e401c5780997bcbe099f5a42509f38281ce0f25cc400,67040.0,14201.699999999999,21.18,Provision 100%
796e32239424913003b874f9886bd5f1afc3275aaef02a7f6459c3ef4ee23057,192780.0,41089.28,21.31,Provision 100%
0e87ee857ea9fa84770397c9792557415c35a6d347f0fc7958400e21e888f6d3,1946880.0,414899.9999999996,21.31,Provision 100%
d4f166b5a8acaa4f49f42a88c646db77e3a4dc177c3011591e50fd39b409752f,177900.0,37950.000000000015,21.33,Provision 100%
8d975e54fd30ebb61c2acdee7e31ce2af2efd964d8efadf82d4a17498c654a3d,113200.0,24192.84000000004,21.37,Provision 100%
6b8bcadf237fef45df4bb6b01072718be59facc62eec0bc793175107404062b5,943500.0,202000.00000000023,21.41,Provision 100%
bb1ee6d5b90dbaa357854b9d5da20ddefdb48548b8a857760af44ef7814e61b0,938400.0,200870.9999999995,21.41,Provision 100%
b140439a0cff0cb7a0cbf2dca412c4427aa260558f366bae3a1d8c084dec883b,362250.0,77648.0,21.43,Provision 100%
e755a2d0643d7e14eec2863824b34bb28fe3ee556a8e203c0979e58773e8b35c,31950.0,6864.540000000002,21.49,Provision 100%
76c4e9876ca06b70fca89e3ff2b888cbb1d75b1ee9b5085325cc51f452aa3f3a,1287000.0,277010.0,21.52,Provision 100%
9bad366ff198a4a31ed3a0fbb96149a46cd275a6756a76801b2749b9dc0f17dc,7200.0,1561.4000000000005,21.69,Provision 100%
3f9e437b06519e5b37e1ac7feb7c9b45bf01c468c3c212bf88702cc40f71ec14,172020.0,37328.94000000004,21.7,Provision 100%
32e8a68abd08a02cb6465272cefa15f53617e23b2d2f075640bd8941286ab437,318600.0,69198.80000000005,21.72,Provision 100%
5d7794d382d9b2a4072a73d573118331bc072e0180a066f00cbda83d7b4d116b,777000.0,169050.00000000003,21.76,Provision 100%
37a39fe5ed5451f8b71fada4e335392bb8d386e01467402c4235f534f60834d0,1029000.0,224175.00000000015,21.79,Provision 100%
249e2dfce2cb3af38fd858f5059c403d59504558838a04c5333e8b0f19710362,266960.0,58250.0,21.82,Provision 100%
69c89b1d49d4ad2f92981adbf80c7a30bc9019bb17baf333c1e966de38f1c734,377110.0,82448.29999999993,21.86,Provision 100%
7002583f9df19c7471051ff9331ff4eedd670cdc58e4ffc914ed6053b4f50fb8,77400.0,17036.579999999998,22.01,Provision 100%
751a18d48c858b5f8dad8853e43881613fce6e3045f36b25078fa52910f847da,308100.0,68033.0,22.08,Provision 100%
344eee1d82d0eda7ada84ca240c06433882a291534c154059b8f2db0bdc1d55a,54890.0,12157.199999999999,22.15,Provision 100%
6783f904838698436912fbbdd0871f54a833991c312e5d8a6064d89729ae6101,599200.0,133056.00000000003,22.21,Provision 100%
c7cc2a64f993d7ac7bbf99f5d456f495f74e96ab6d81e3f8cd766a25d7de5bbe,44900.0,10014.16,22.3,Provision 100%
2449c011c3071489bc299625d6e88f187cb35928f471d7b155bb2120daf1cfab,525210.0,117127.5000000001,22.3,Provision 100%
b540aea8abfd545e44cf577ee34b01887c4413f7a3416ede44e0797bc3a55cc9,888000.0,198450.0,22.35,Provision 100%
d141cba18a8550df71920f8345e9c4f559488b80860cda185acd395d2ab5fef1,882000.0,197224.99999999962,22.36,Provision 100%
4b88019aeb589f331ba21af3d5cc0b748815019183de690913ea157b29d6a4b4,12500.0,2800.0,22.4,Provision 100%
cba1e4290b1bf97db702441892d11024f87bd39deae255ffe8523a764d8e43a4,350.0,78.4,22.4,Provision 100%
bfeccff88a5755a250122b737cb7406dcc4b3e8e135ace45c407604e87ffb1d4,1096500.0,245711.10000000003,22.41,Provision 100%
ba660f59006966ca687e15c743be00c56d424668c3df21c3a963e617bab7803e,419040.0,94011.68000000025,22.44,Provision 100%
d9729433d7ffe52d146b6088dbeec3536ce3806542785771c5deb61c6f8382c1,12467000.0,2802800.000000012,22.48,Provision 100%
840e56ced146b93ce15fa3cb346e78b695919b174c86ba5e888ab973ebf347a9,1522080.0,342489.39999999997,22.5,Provision 100%
fd11268fd57e5ea19cb218b7592ce27bf219bc6b7e97aac4e1f8955a0247b29a,75600.0,17017.079999999987,22.51,Provision 100%
fba0cf87cafd8f42630f02c3332b1f49b777c10b54a881d8a3d40ec02d0512be,345000.0,77799.80000000002,22.55,Provision 100%
e5da7d3ded056028f54a88f497d300c64e1a1ffa76c23c5437bd71a565ac1c6a,135040.0,30465.59999999994,22.56,Provision 100%
000514554c34603e8a7551050e988732cf11a22de40fa638258b073677060c0d,1240000.0,279900.0000000003,22.57,Provision 100%
62fba3cf8db0e3cc1664c6ac3cae45f05954ea10ecabf023bc120580e2f3b38d,291200.0,65795.8000000001,22.59,Provision 100%
18b5c7799605c8f40a77faa5f34ac7794ae938416465b0444269248de1a731e1,77100.0,17446.499999999996,22.63,Provision 100%
